"Hash","string"
"mailCode1648","DO NOT TRANSLATE"
"mailCode1649","DO NOT TRANSLATE"
"mailCode1650","DO NOT TRANSLATE"
"mailCode1651","DO NOT TRANSLATE"
"mailCode1652","DO NOT TRANSLATE"
"mailCode1653","DO NOT TRANSLATE"
"mailCode1654","DO NOT TRANSLATE"
"mailCode1655","DO NOT TRANSLATE"
"mailCode1656","DO NOT TRANSLATE"
"mailCode1657","DO NOT TRANSLATE"
"mailCode1658","DO NOT TRANSLATE"
"mailCode1659","DO NOT TRANSLATE"
"mailCode1660","DO NOT TRANSLATE"
"mailCode1661","DO NOT TRANSLATE"
"mailCode1662","DO NOT TRANSLATE"
"mailCode1663","DO NOT TRANSLATE"
"mailCode1664","DO NOT TRANSLATE"
"mailCode1665","DO NOT TRANSLATE"
"mailCode1666","DO NOT TRANSLATE"
"mailCode1667","DO NOT TRANSLATE"
"mailCode1668","DO NOT TRANSLATE"
"mailCode1669","DO NOT TRANSLATE"
"mailCode1670","DO NOT TRANSLATE"
"mailCode1671","DO NOT TRANSLATE"
"mailCode1672","DO NOT TRANSLATE"
"mailCode1673","DO NOT TRANSLATE"
"mailCode1674","DO NOT TRANSLATE"
"mailCode1675","DO NOT TRANSLATE"
"mailCode1676","DO NOT TRANSLATE"
"mailCode1677","DO NOT TRANSLATE"
"mailCode1678","DO NOT TRANSLATE"
"mailCode1679","DO NOT TRANSLATE"
"mailCode1680","DO NOT TRANSLATE"
"mailCode1681","DO NOT TRANSLATE"
"mailCode1682","DO NOT TRANSLATE"
"mailCode1683","DO NOT TRANSLATE"
"mailCode1684","DO NOT TRANSLATE"
"mailCode1685","DO NOT TRANSLATE"
"mailCode1686","DO NOT TRANSLATE"
"mailCode1687","DO NOT TRANSLATE"
"mailCode1688","DO NOT TRANSLATE"
"mailCode1689","DO NOT TRANSLATE"
"mailCode1690","DO NOT TRANSLATE"
"mailCode1691","DO NOT TRANSLATE"
"mailCode1692","DO NOT TRANSLATE"
"mailCode1693","DO NOT TRANSLATE"
"mailCode1694","DO NOT TRANSLATE"
"mailCode1695","DO NOT TRANSLATE"
"mailCode1696","DO NOT TRANSLATE"
"mailCode1697","DO NOT TRANSLATE"
"mailCode1698","DO NOT TRANSLATE"
"mailCode1699","DO NOT TRANSLATE"
"mailCode1700","DO NOT TRANSLATE"
"mailCode1701","DO NOT TRANSLATE"
"mailCode1702","DO NOT TRANSLATE"
"mailCode1703","DO NOT TRANSLATE"
"mailCode1704","DO NOT TRANSLATE"
"mailCode1705","DO NOT TRANSLATE"
"mailCode1706","DO NOT TRANSLATE"
"mailCode1707","DO NOT TRANSLATE"
"mailCode1708","DO NOT TRANSLATE"
"mailCode1709","DO NOT TRANSLATE"
"mailCode1710","DO NOT TRANSLATE"
"mailCode1711","DO NOT TRANSLATE"
"mailCode1712","DO NOT TRANSLATE"
"mailCode1713","DO NOT TRANSLATE"
"mailCode1714","DO NOT TRANSLATE"
"mailCode1715","DO NOT TRANSLATE"
"mailCode1716","DO NOT TRANSLATE"
"mailCode1717","DO NOT TRANSLATE"
"mailCode1718","DO NOT TRANSLATE"
"mailCode1719","DO NOT TRANSLATE"
"mailCode1720","DO NOT TRANSLATE"
"mailCode1721","DO NOT TRANSLATE"
"mailCode1722","DO NOT TRANSLATE"
"mailCode1723","DO NOT TRANSLATE"
"mailCode1724","DO NOT TRANSLATE"
"mailCode1725","DO NOT TRANSLATE"
"mailCode1726","DO NOT TRANSLATE"
"mailCode1727","DO NOT TRANSLATE"
"mailCode1728","DO NOT TRANSLATE"
"mailCode1729","DO NOT TRANSLATE"
"mailCode1730","DO NOT TRANSLATE"
"mailCode1731","DO NOT TRANSLATE"
"mailCode1732","DO NOT TRANSLATE"
"mailCode1733","DO NOT TRANSLATE"
"mailCode1734","DO NOT TRANSLATE"
"mailCode1735","DO NOT TRANSLATE"
"mailCode1736","DO NOT TRANSLATE"
"mailCode1737","DO NOT TRANSLATE"
"mailCode1738","DO NOT TRANSLATE"
"mailCode1739","DO NOT TRANSLATE"
"mailCode1740","DO NOT TRANSLATE"
"mailCode1741","DO NOT TRANSLATE"
"mailCode1742","DO NOT TRANSLATE"
"mailCode1743","DO NOT TRANSLATE"
"mailCode1744","DO NOT TRANSLATE"
"mailCode1745","DO NOT TRANSLATE"
"mailCode1746","DO NOT TRANSLATE"
"mailCode1747","DO NOT TRANSLATE"
"mailCode1748","DO NOT TRANSLATE"
"mailCode1749","DO NOT TRANSLATE"
"mailCode1750","DO NOT TRANSLATE"
"mailCode1751","DO NOT TRANSLATE"
"mailCode1752","DO NOT TRANSLATE"
"mailCode1753","DO NOT TRANSLATE"
"mailCode1754","DO NOT TRANSLATE"
"mailCode1755","DO NOT TRANSLATE"
"mailCode1756","DO NOT TRANSLATE"
"mailCode1757","DO NOT TRANSLATE"
"mailCode1758","DO NOT TRANSLATE"
"mailCode1759","DO NOT TRANSLATE"
"mailCode1760","DO NOT TRANSLATE"
"mailCode1761","DO NOT TRANSLATE"
"mailCode1762","DO NOT TRANSLATE"
"mailCode1763","DO NOT TRANSLATE"
"mailCode1764","DO NOT TRANSLATE"
"mailCode1765","DO NOT TRANSLATE"
"mailCode1766","DO NOT TRANSLATE"
"mailCode1767","DO NOT TRANSLATE"
"mailCode1768","DO NOT TRANSLATE"
"mailCode1769","DO NOT TRANSLATE"
"mailCode1770","DO NOT TRANSLATE"
"mailCode1771","DO NOT TRANSLATE"
"mailCode1772","DO NOT TRANSLATE"
"mailCode1773","DO NOT TRANSLATE"
"mailCode1774","DO NOT TRANSLATE"
"mailCode1775","DO NOT TRANSLATE"
"mailCode1776","DO NOT TRANSLATE"
"mailCode1777","DO NOT TRANSLATE"
"mailCode1778","DO NOT TRANSLATE"
"mailCode1779","DO NOT TRANSLATE"
"mailCode1780","DO NOT TRANSLATE"
"mailCode1781","DO NOT TRANSLATE"
"mailCode1782","DO NOT TRANSLATE"
"mailCode1783","DO NOT TRANSLATE"
"mailCode1784","DO NOT TRANSLATE"
"mailCode1785","DO NOT TRANSLATE"
"mailCode1786","DO NOT TRANSLATE"
"mailCode1787","DO NOT TRANSLATE"
"mailCode1788","DO NOT TRANSLATE"
"mailCode1789","DO NOT TRANSLATE"
"mailCode1790","DO NOT TRANSLATE"
"mailCode1791","DO NOT TRANSLATE"
"mailCode1792","DO NOT TRANSLATE"
"mailCode1793","DO NOT TRANSLATE"
"mailCode1794","DO NOT TRANSLATE"
"mailCode1795","DO NOT TRANSLATE"
"mailCode1796","DO NOT TRANSLATE"
"mailCode1797","DO NOT TRANSLATE"
"mailCode1798","DO NOT TRANSLATE"
"mailCode1799","DO NOT TRANSLATE"
"mailCode1800","DO NOT TRANSLATE"
"mailCode1801","DO NOT TRANSLATE"
"mailCode1802","DO NOT TRANSLATE"
"mailCode1803","DO NOT TRANSLATE"
"mailCode1804","DO NOT TRANSLATE"
"mailCode1805","DO NOT TRANSLATE"
"mailCode1806","DO NOT TRANSLATE"
"mailCode1807","DO NOT TRANSLATE"
"mailCode1808","DO NOT TRANSLATE"
"mailCode1809","DO NOT TRANSLATE"
"mailCode1810","DO NOT TRANSLATE"
"mailCode1811","DO NOT TRANSLATE"
"mailCode1812","DO NOT TRANSLATE"
"mailCode1813","DO NOT TRANSLATE"
"mailCode1814","DO NOT TRANSLATE"
"mailCode1815","DO NOT TRANSLATE"
"mailCode1816","DO NOT TRANSLATE"
"mailCode1817","DO NOT TRANSLATE"
"mailCode1818","DO NOT TRANSLATE"
"mailCode1819","DO NOT TRANSLATE"
"mailCode1820","DO NOT TRANSLATE"
"mailCode1821","DO NOT TRANSLATE"
"mailCode1822","DO NOT TRANSLATE"
"mailCode1823","DO NOT TRANSLATE"
"mailCode1824","DO NOT TRANSLATE"
"mailCode1825","DO NOT TRANSLATE"
"mailCode1826","DO NOT TRANSLATE"
"mailCode1827","DO NOT TRANSLATE"
"mailCode1828","DO NOT TRANSLATE"
"mailCode1829","DO NOT TRANSLATE"
"mailCode1830","DO NOT TRANSLATE"
"mailCode1831","DO NOT TRANSLATE"
"mailCode1832","DO NOT TRANSLATE"
"mailCode1833","DO NOT TRANSLATE"
"mailCode1834","DO NOT TRANSLATE"
"mailCode1835","DO NOT TRANSLATE"
"mailCode1836","DO NOT TRANSLATE"
"mailCode1837","DO NOT TRANSLATE"
"mailCode1838","DO NOT TRANSLATE"
"mailCode1839","DO NOT TRANSLATE"
"mailCode1840","DO NOT TRANSLATE"
"mailCode1841","DO NOT TRANSLATE"
"mailCode1842","DO NOT TRANSLATE"
"mailCode1843","DO NOT TRANSLATE"
"mailCode1844","DO NOT TRANSLATE"
"mailCode1845","DO NOT TRANSLATE"
"mailCode1846","DO NOT TRANSLATE"
"mailCode1847","DO NOT TRANSLATE"
"mailCode1848","DO NOT TRANSLATE"
"mailCode1849","DO NOT TRANSLATE"
"mailCode1850","DO NOT TRANSLATE"
"mailCode1851","DO NOT TRANSLATE"
"mailCode1852","DO NOT TRANSLATE"
"mailCode1853","DO NOT TRANSLATE"
"mailCode1854","DO NOT TRANSLATE"
"mailCode1855","DO NOT TRANSLATE"
"mailCode1856","DO NOT TRANSLATE"
"mailCode1857","DO NOT TRANSLATE"
"mailCode1858","DO NOT TRANSLATE"
"mailCode1859","DO NOT TRANSLATE"
"mailCode1860","DO NOT TRANSLATE"
"mailCode1861","DO NOT TRANSLATE"
"mailCode1862","DO NOT TRANSLATE"
"mailCode1863","DO NOT TRANSLATE"
"mailCode1864","DO NOT TRANSLATE"
"mailCode1865","DO NOT TRANSLATE"
"mailCode1866","DO NOT TRANSLATE"
"mailCode1867","DO NOT TRANSLATE"
"mailCode1868","DO NOT TRANSLATE"
"mailCode1869","DO NOT TRANSLATE"
"mailCode1870","DO NOT TRANSLATE"
"mailCode1871","DO NOT TRANSLATE"
"mailCode1872","DO NOT TRANSLATE"
"mailCode1873","DO NOT TRANSLATE"
"mailCode1874","DO NOT TRANSLATE"
"mailCode1875","DO NOT TRANSLATE"
"mailCode1876","DO NOT TRANSLATE"
"mailCode1877","DO NOT TRANSLATE"
"mailCode1878","DO NOT TRANSLATE"
"mailCode1879","DO NOT TRANSLATE"
"mailCode1880","DO NOT TRANSLATE"
"mailCode1881","DO NOT TRANSLATE"
"mailCode1882","DO NOT TRANSLATE"
"mailCode1883","DO NOT TRANSLATE"
"mailCode1884","DO NOT TRANSLATE"
"mailCode1885","DO NOT TRANSLATE"
"mailCode1886","DO NOT TRANSLATE"
"mailCode1887","DO NOT TRANSLATE"
"mailCode1888","DO NOT TRANSLATE"
"mailCode1889","DO NOT TRANSLATE"
"mailCode1890","DO NOT TRANSLATE"
"mailCode1891","DO NOT TRANSLATE"
"mailCode1892","DO NOT TRANSLATE"
"mailCode1893","DO NOT TRANSLATE"
"mailCode1894","DO NOT TRANSLATE"
"mailCode1895","DO NOT TRANSLATE"
"mailCode1896","DO NOT TRANSLATE"
"mailCode1897","DO NOT TRANSLATE"
"mailCode1898","DO NOT TRANSLATE"
"mailCode1899","DO NOT TRANSLATE"
"mailCode1900","<title>You there! Yes, you!</title>
<body>Come over here a minute!
Nigh Plains? Cave Entrance?
Or something like that...
I have an urgent request! Seriously!
What do you mean this sounds shady?!
It is totally not shady!

From the Most Beautiful Trainer Ever</body>"
"mailCode1901","<title>My pupil!</title>
<body>All of my pupils need to undergo ten
training sessions! It's basic stuff!
After that, come back here!</body>"
"mailCode1902","<title>Get some Digistalks!</title>
<body>When you've collected 30 Digistalks,
bring them to me!
Just remember, treat them as you want to
be treated yourself...
Actually, that probably doesn't apply
here. Just get them!</body>"
"mailCode1903","<title>!!!</title>
<body>Three things:
A Super Regen Disk,
a Super Double Disk,
and a Full Remedy Disk!
Make sure you don't get the wrong
things!
You won't be able to deceive me!</body>"
"mailCode1904","<title>My favorite pupil!</title>
<body>You are now ready for my final training
session!
Come to the usual place!
This will be tough, so be ready!</body>"
"mailCode1905","<title>I'm back!</title>
<body>Anyway... Somehow...
Through everything...
I have finally returned to this world...
And where is this world precisely...?
It's your job to find out, my pupil!</body>"
"mailCode1906","DO NOT TRANSLATE"
"mailCode1907","DO NOT TRANSLATE"
"mailCode1908","DO NOT TRANSLATE"
"mailCode1909","DO NOT TRANSLATE"
"mailCode1910","DO NOT TRANSLATE"
"mailCode1911","<title>Come here!</title>
<body>I'm at a place with cables.
I see grass and trees here, too.
Please come save me!</body>"
"mailCode1912","<title>Clear them out!</title>
<body>I want you to get rid of the scary
Digimon on the east side of the Vast
Plateau.</body>"
"mailCode1913","<title>Go take a look!</title>
<body>Greenery... Soil... A waterfall...?
A fence...? A long...bridge...?
I remember this scenery... There must
be...something there, I'm sure of it.</body>"
"mailCode1914","DO NOT TRANSLATE"
"mailCode1915","DO NOT TRANSLATE"
"mailCode1916","DO NOT TRANSLATE"
"mailCode1917","DO NOT TRANSLATE"
"mailCode1918","DO NOT TRANSLATE"
"mailCode1919","DO NOT TRANSLATE"
"mailCode1920","DO NOT TRANSLATE"
"mailCode1921","<title>Come here, it's urgent!</title>
<body>We have to talk--THEY have finally
revived!</body>"
"mailCode1922","<title>MetalEtemon</title>
<body>They say MetalEtemon is in Ohguino
Wastelands, but still he's nowhere to be
found. We'll need his power in the
decisive battle against Titamon!</body>"
"mailCode1923","<title>Sa...mu...</title>
<body>Samudramon...
in Faulty Ex Ma...east side...
hurry...</body>"
"mailCode1924","<title>Come back right away!</title>
<body>I know where Kuzuhamon is. But for now,
come back to Jijimon's house.</body>"
"mailCode1925","DO NOT TRANSLATE"
"mailCode1926","DO NOT TRANSLATE"
"mailCode1927","DO NOT TRANSLATE"
"mailCode1928","DO NOT TRANSLATE"
"mailCode1929","DO NOT TRANSLATE"
"mailCode1930","<title>How troubling...</title>
<body>Hey there, {0}.
I'm actually in a bit of a bind.
Sorry, but would you come to my place?</body>"
"mailCode1931","<title>Listen to their stories</title>
<body>Numemon in the Central District, Sukamon
in the Agricultural District, and
PlatinumSukamon in the Business
District. Won't you listen to what they
have to say? Who knows, you might get a
lead.</body>"
"mailCode1932","<title>Vintage Digimoss</title>
<body>It's in a side room in the Captain's
Cabin in MOD Cape. It's a precious
commodity, so don't rip it up! Just
caress it a bit to get the scent on you.
That'll be plenty against Numelfos in
Vast Plateau. Good luck, and put an end
to this foolishness!</body>"
"mailCode1933","<title>Much appreciated!</title>
<body>Our savior! Thank you for all that
you've done. That Numelfos has been
flushed down the drain, and the Drainage
Path is safe. This is all thanks to you!
Kaoriel and I will continue to protect
the emperor. Do stop by whenever you're
nearby! Until then...</body>"
"mailCode1934","DO NOT TRANSLATE"
"mailCode1935","DO NOT TRANSLATE"
"mailCode1936","<title>Emergency meeting</title>
<body>Another accident happened.
I don't think it's that bad yet, but we
need a strategy meeting at my house!</body>"
"mailCode1937","<title>New signal</title>
<body>So did you learn something? We just
picked up a signal at Infinite Cauldron.
Can you head there too?</body>"
"mailCode1938","<title>We got one!</title>
<body>There was a new signal from the Bus
Terminal in Server Desert.
Kouta is heading there now.
Can you head there too,
{0}?</body>"
"mailCode1939","DO NOT TRANSLATE"
"mailCode1940","DO NOT TRANSLATE"
"mailCode1941","<title>Mysterious Letter! Urgent Call</title>
<body>Somebody needs yer help again... or so
I reckon. First, let's meet up for a
chat, shall we?</body>"
"mailCode1942","<title>Secret of the Pink Stone House</title>
<body>A shadow lurks in the old house. Is it a
ghost? A visitor from another world? Try
and solve this bizarre mystery! You're
the only one who can!</body>"
"mailCode1943","DO NOT TRANSLATE"
"mailCode1944","DO NOT TRANSLATE"
"mailCode1945","DO NOT TRANSLATE"
"mailCode1946","DO NOT TRANSLATE"
"mailCode1947","DO NOT TRANSLATE"
"mailCode1948","DO NOT TRANSLATE"
"mailCode1949","DO NOT TRANSLATE"
"mailCode1950","<title>8 Remaining</title>
<body>Did you take care of the bathroom
in Nigh Plains?

I manipulated the natural forces to find
the next location. It seems like you
should head for the bathroom in the
Server Cemetery in the Server Desert
next. I wish you luck.</body>"
"mailCode1951","<title>7 Remaining</title>
<body>Looks like you're done with the
Server Desert bathroom. Good work.

I've used my powers again to find the
next location. Head to bathroom in the
Logic Volcano. Make sure to check the
Flame Lands while you're there.</body>"
"mailCode1952","<title>6 Remaining</title>
<body>You're done with the Logic Volcano
bathroom.

Next is the Inlet Cape bathroom located
in the MOD Cape. I'm sure of it.

Make sure you keep your guard up while
you're there.</body>"
"mailCode1953","<title>5 Remaining</title>
<body>I see you're done with the MOD
Cape bathroom.

Next head to the Guts Wastes in the
Ohguino Wastelands. A cunning individual
awaits you there.

If anyone can handle this, you can...
but make sure to stay on your
guard.</body>"
"mailCode1954","<title>4 Left, Halfway There</title>
<body>You're done with the Guts Wastes
bathroom.

My thanks for your help with the
Guardromons.

I believe you're aware that there are
two bathrooms in the Ohguino Wastelands.
The one in Palace of Thorns is your next
destination.</body>"
"mailCode1955","<title>3 Remaining</title>
<body>It seems you've completed your
task at the Palace of Thorns.

Next is the Bony Resort, but beware...
you don't want to travel to the bathroom
in Bony Drive at night.</body>"
"mailCode1956","<title>2 Remaining</title>
<body>It seems you're done with the
bathroom at the Bony Resort.

Next head to the Frost Cathedral
bathroom in Absolute Zero.

As for the PlatinumNumemon princess...
Well, avoiding battle is the best
strategy.</body>"
"mailCode1957","<title>Only 1 Left</title>
<body>Good work at the Absolute Zero
bathroom.

Your final destination is the West Coast
in the Faulty Ex Machina.</body>"
"mailCode1958","<title>One Final Task</title>
<body>You're done with all the
bathrooms! Outstanding work! The only
thing left is to head to KingSukamon's
Chamber and end this.

I must admit I feel a bit uneasy... but
this is the path down which the natural
forces have guided us.</body>"
"mailCode1959","<title>Excellent Work!</title>
<body>Everyone is waiting at Jijimon's
House. Please return soon and tell us
what happened.

But... if you could, before returning
I'd like to ask you to walk through the
river in the Vast Plateau.</body>"
"mailCode1960","DO NOT TRANSLATE"
"mailCode1961","DO NOT TRANSLATE"
"mailCode1962","DO NOT TRANSLATE"
"mailCode1963","DO NOT TRANSLATE"
"mailCode1964","DO NOT TRANSLATE"
"mailCode1965","DO NOT TRANSLATE"
"mailCode1966","DO NOT TRANSLATE"
"mailCode1967","DO NOT TRANSLATE"
"mailCode1968","DO NOT TRANSLATE"
"mailCode1969","DO NOT TRANSLATE"
"mailCode1970","DO NOT TRANSLATE"
"mailCode1971","DO NOT TRANSLATE"
"mailCode1972","DO NOT TRANSLATE"
"mailCode1973","DO NOT TRANSLATE"
"mailCode1974","DO NOT TRANSLATE"
"mailCode1975","DO NOT TRANSLATE"
"mailCode1976","DO NOT TRANSLATE"
"mailCode1977","DO NOT TRANSLATE"
"mailCode1978","DO NOT TRANSLATE"
"mailCode1979","DO NOT TRANSLATE"
"mailCode1980","DO NOT TRANSLATE"
"mailCode1981","DO NOT TRANSLATE"
"mailCode1982","DO NOT TRANSLATE"
"mailCode1983","DO NOT TRANSLATE"
"mailCode1984","DO NOT TRANSLATE"
"mailCode1985","DO NOT TRANSLATE"
"mailCode1986","DO NOT TRANSLATE"
"mailCode1987","DO NOT TRANSLATE"
"mailCode1988","DO NOT TRANSLATE"
"mailCode1989","DO NOT TRANSLATE"
"mailCode1990","DO NOT TRANSLATE"
"mailCode1991","DO NOT TRANSLATE"
"mailCode1992","DO NOT TRANSLATE"
"mailCode1993","DO NOT TRANSLATE"
"mailCode1994","DO NOT TRANSLATE"
"mailCode1995","DO NOT TRANSLATE"
"mailCode1996","DO NOT TRANSLATE"
"mailCode1997","DO NOT TRANSLATE"
"mailCode1998","DO NOT TRANSLATE"
"mailCode1999","DO NOT TRANSLATE"
"mailCode2000","DO NOT TRANSLATE"
"3a054ff6","<title>Digistalk Gathering</title>
<body>Gather five Digistalks!

Reward: 1,000 NWP</body>"
"e6db041f","<title>Success: Digistalks</title>
<body>You gathered five Digistalks!

Received: 1,000 NWP</body>"
"3a054ff5","<title>Goblimon Hunt</title>
<body>Defeat five Goblimon!

Reward: 1,000 NWP</body>"
"552c844a","<title>Success: Goblimon</title>
<body>You defeated five Goblimon!

Received: 1,000 NWP</body>"
"3a054ff4","<title>Conductor Lemon Gathering</title>
<body>Gather three Conductor Lemons!

Reward: 2,000 NWP</body>"
"ea549641","<title>Success: Conductor Lemons</title>
<body>You gathered three Conductor Lemons!

Received: 2,000 NWP</body>"
"3a054ff3","<title>Aruraumon Hunt</title>
<body>Defeat five Aruraumon!

Reward: 1,000 NWP</body>"
"9f67bfa4","<title>Success: Aruraumon</title>
<body>You defeated five Aruraumon!

Received: 1,000 NWP</body>"
"3a054ff2","<title>Logic Volcano Trip #1</title>
<body>Go to Taomon's Meditation Place at Logic
Volcano!

Reward: 3,000 NWP</body>"
"133ee34b","<title>Success: Logic Volcano #1</title>
<body>You went to Taomon's Meditation Place at
Logic Volcano!

Received: 3,000 NWP</body>"
"3a054ff1","<title>Green Digistalk Gathering</title>
<body>Gather five Green Digistalks!

Reward: 4,000 NWP</body>"
"a0536096","<title>Success: Green Digistalks</title>
<body>You gathered five Green Digistalks!

Received: 4,000 NWP</body>"
"3a054ff0","<title>Gotsumon Hunt</title>
<body>Defeat five Gotsumon!

Reward: 1,000 NWP</body>"
"357b72ad","<title>Success: Gotsumon</title>
<body>You defeated five Gotsumon!

Received: 1,000 NWP</body>"
"3a054fff","<title>Cheerful Apple Gathering</title>
<body>Gather three Cheerful Apples!

Reward: 1,000 NWP</body>"
"98faff00","<title>Success: Cheerful Apples</title>
<body>You gathered three Cheerful Apples!

Received: 1,000 NWP</body>"
"3a054ffe","<title>Garurumon (Black) Hunt!</title>
<body>Defeat two Garurumon (Black)!

Reward: 2,000 NWP</body>"
"4e0fbc67","<title>Success: Garurumon (Black)</title>
<body>You defeated two Garurumon (Black)!

Received: 2,000 NWP</body>"
"39054e04","<title>Server Desert Trip #1</title>
<body>Go to Dead End Town in the Server
Desert!

Reward: 1,000 NWP</body>"
"bf1c0011","<title>Success: Server Desert #1</title>
<body>You went to Dead End Town in the Server
Desert!

Received: 1,000 NWP</body>"
"39054e05","<title>Salty Fruit Gathering</title>
<body>Gather four Salty Fruits!

Reward: 3,000 NWP</body>"
"29f3ee1a","<title>Success: Salty Fruits</title>
<body>You gathered four Salty Fruits!

Received: 3,000 NWP</body>"
"39054e06","<title>Fugamon Hunt</title>
<body>Defeat three Fugamon!

Reward: 4,000 NWP</body>"
"7cdf3e2f","<title>Success: Fugamon</title>
<body>You defeated three Fugamon!

Received: 4,000 NWP</body>"
"39054e07","<title>Celestial Chestnut Gathering</title>
<body>Gather one Celestial Chestnut!

Reward: 1,000 NWP</body>"
"9081a88","<title>Success: Celestial Chestnut</title>
<body>You gathered one Celestial Chestnut!

Received: 1,000 NWP</body>"
"39054e00","<title>Shamamon Hunt</title>
<body>Defeat five Shamamon!

Reward: 1,000 NWP</body>"
"cbd467d","<title>Success: Shamamon</title>
<body>You defeated five Shamamon!

Received: 1,000 NWP</body>"
"39054e01","<title>MOD Cape Trip #1</title>
<body>Go to Ship 2.0 Cabin in MOD Cape!

Reward: 2,000 NWP</body>"
"77953466","<title>Success: MOD Cape #1</title>
<body>You went to Ship 2.0 Cabin in MOD Cape!

Received: 2,000 NWP</body>"
"39054e02","<title>Unlucky Shroom Gathering</title>
<body>Gather two Unlucky Shrooms!

Reward: 1,000 NWP</body>"
"ea80b61b","<title>Success: Unlucky Shrooms</title>
<body>You gathered two Unlucky Shrooms!

Received: 1,000 NWP</body>"
"39054e03","<title>Woodmon Hunt</title>
<body>Defeat three Woodmon!

Reward: 3,000 NWP</body>"
"356d8cb4","<title>Success: Woodmon</title>
<body>You defeated the Woodmon!

Received: 3,000 NWP</body>"
"39054e0c","<title>Golden Acorn Gathering</title>
<body>Collect one Golden Acorn!

Reward: 4,000 NWP</body>"
"65085d9","<title>Success: Golden Acorn</title>
<body>You gathered one Golden Acorn!

Received: 4,000 NWP</body>"
"39054e0d","<title>Vegiemon Hunt</title>
<body>Defeat five Vegiemon!

Reward: 1,000 NWP</body>"
"9128a662","<title>Success: Vegiemon</title>
<body>You defeated five Vegiemon!

Received: 1,000 NWP</body>"
"3c0552dd","<title>Ohguino Wastelands Trip #1</title>
<body>Go to the Secret Graveyard in the
Ohguino Wastelands!

Reward: 1,000 NWP</body>"
"6867e3b2","<title>Success: Ohguino Wastelands #1</title>
<body>You went to the Secret Graveyard in the
Ohguino Wastelands!

Received: 1,000 NWP</body>"
"3c0552dc","<title>Deluxe Mushroom Gathering</title>
<body>Gather two Deluxe Mushrooms!

Reward: 2,000 NWP</body>"
"1d902869","<title>Success: Deluxe Mushroom</title>
<body>You gathered two Deluxe Mushrooms!

Received: 2,000 NWP</body>"
"3c0552df","<title>Agumon (Black) Hunt</title>
<body>Defeat five Agumon (Black)!

Reward: 1,000 NWP</body>"
"477c1020","<title>Success: Agumon (Black)</title>
<body>You defeated five Agumon (Black)!

Received: 1,000 NWP</body>"
"3c0552de","<title>Baby Strawberry Gathering</title>
<body>Gather two Baby Strawberries!

Reward: 3,000 NWP</body>"
"fb539807","<title>Success: Baby Strawberries</title>
<body>You gathered two Baby Strawberries!

Received: 3,000 NWP</body>"
"3c0552d9","<title>Saberdramon Hunt</title>
<body>Defeat four Saberdramon!

Reward: 4,000 NWP</body>"
"b60abc1e","<title>Success: Saberdramon</title>
<body>You defeated four Saberdramon!

Received: 4,000 NWP</body>"
"3c0552d8","<title>Bony Resort Trip #1</title>
<body>Go to the Celeb Blue Room at the Bony
Resort!

Reward: 1,000 NWP</body>"
"6b3300b5","<title>Success: Bony Resort #1</title>
<body>You went to the Celeb Blue Room at the
Bony Resort!

Received: 1,000 NWP</body>"
"3c0552db","<title>Fighty Fungus Gathering</title>
<body>Gather one Fighty Fungus.

Reward: 1,000 NWP</body>"
"92a47f8c","<title>Success: Fighty Fungus</title>
<body>You gathered one Fighty Fungus!

Received: 1,000 NWP</body>"
"3c0552da","<title>ClearAgumon Hunt</title>
<body>Defeat ten ClearAgumon!

Reward: 2,000 NWP</body>"
"48f67153","<title>Success: ClearAgumon</title>
<body>You defeated ten ClearAgumon!

Received: 2,000 NWP</body>"
"3c0552d5","<title>Orange Banana Gathering</title>
<body>Gather two Orange Bananas!

Reward: 1,000 NWP</body>"
"131996a","<title>Success: Orange Banana</title>
<body>You gathered two Orange Bananas!

Received: 1,000 NWP</body>"
"3c0552d4","<title>Wizardmon Hunt</title>
<body>Defeat six Wizardmon!

Reward: 3,000 NWP</body>"
"9796dfe1","<title>Success: Wizardmon</title>
<body>You defeated six Wizardmon!

Received: 3,000 NWP</body>"
"3b05516a","<title>Faulty Ex Machina Trip #1</title>
<body>Go to the West Coast of Faulty Ex Machina!

Reward: 4,000 NWP</body>"
"51171c63","<title>Success: Faulty Ex Machina #1</title>
<body>You went to the West Coast of Faulty Ex
Machina!

Received: 4,000 NWP</body>"
"3b05516b","<title>Celebration Nameko Gathering</title>
<body>Gather one Celebration Nameko!

Reward: 1,000 NWP</body>"
"dc02c45c","<title>Success: Celebration Nameko</title>
<body>You gathered one Celebration Nameko!

Received: 1,000 NWP</body>"
"3b055168","<title>Guardromon Hunt</title>
<body>Defeat six Guardromon!

Reward: 1,000 NWP</body>"
"7490e045","<title>Success: Guardromon</title>
<body>You defeated six Guardromon!

Received: 1,000 NWP</body>"
"3b055169","<title>Cloudy Orange Gathering</title>
<body>Gather two Cloudy Oranges!

Reward: 2,000 NWP</body>"
"fe2bcc6e","<title>Success: Cloudy Oranges</title>
<body>You gathered two Cloudy Oranges!

Received: 2,000 NWP</body>"
"3b05516e","<title>Guardromon (Gold) Hunt</title>
<body>Defeat one Guardromon (Gold)!

Reward: 1,000 NWP</body>"
"5eeac17","<title>Success: Guardromon (Gold)</title>
<body>You defeated one Guardromon (Gold)!

Received: 1,000 NWP</body>"
